ASIN,url,buy_box_seller_name,buy_box_seller_price,lowest_price_seller_name,lowest_price_seller_price,seller_2_name,seller_2_price,seller_3_name,seller_3_price,seller_4_name,seller_4_price,seller_5_name,seller_5_price,seller_6_name,seller_6_price
B07RRLQLRG,https://www.amazon.in/dp/B07RRLQLRG/#aod,Cloudtail India,₹ 400.00,Cloudtail India,400,Visiaro India,₹ 500.00,Industrial M,₹ 500.00,,,,,,
B01NAKLX7S,https://www.amazon.in/dp/B01NAKLX7S/#aod,Cloudtail India,₹ 444.00,Cloudtail India,444,Industrial M,₹ 900.00,Visiaro India,₹ 900.00,,,,,,
B07RRLS4FD,https://www.amazon.in/dp/B07RRLS4FD/#aod,Cloudtail India,₹ 527.00,Cloudtail India,527,Industrial M,"₹ 1,000.00",Visiaro India,"₹ 1,000.00",,,,,,
B086Q6SQD7,https://www.amazon.in/dp/B086Q6SQD7/#aod,Cloudtail India,₹ 800.00,Cloudtail India,800,Industrial M,₹ 900.00,Visiaro India,₹ 900.00,,,,,,
B07RNHB2FV,https://www.amazon.in/dp/B07RNHB2FV/#aod,Cloudtail India,₹ 878.00,Cloudtail India,878,Industrial M,"₹ 1,000.00",Visiaro India,"₹ 1,000.00",,,,,,
B01N1TSB7B,https://www.amazon.in/dp/B01N1TSB7B/#aod,Cloudtail India,₹ 472.00,Cloudtail India,472,Industrial M,"₹ 1,000.00",Visiaro India,"₹ 1,000.00",,,,,,
B07RNH8Z4K,https://www.amazon.in/dp/B07RNH8Z4K/#aod,Cloudtail India,₹ 590.00,Cloudtail India,590,Industrial M,₹ 900.00,Visiaro India,₹ 900.00,,,,,,
B086Q7DG5W,https://www.amazon.in/dp/B086Q7DG5W/#aod,Cloudtail India,₹ 800.00,Cloudtail India,800,Visiaro India,₹ 900.00,,,,,,,,
B086LJMXPL,https://www.amazon.in/dp/B086LJMXPL/#aod,Cloudtail India,"₹ 1,000.00",Cloudtail India,1000,Industrial M,"₹ 1,000.00",,,,,,,,
B082L2YV4C,https://www.amazon.in/dp/B082L2YV4C/#aod,Cloudtail India,"₹ 1,000.00",Cloudtail India,1000,Industrial M,"₹ 1,100.00",,,,,,,,
B01MXZP9LJ,https://www.amazon.in/dp/B01MXZP9LJ/#aod,Cloudtail India,"₹ 1,000.00",Cloudtail India,1000,Industrial M,"₹ 1,000.00",Visiaro India,"₹ 1,000.00",,,,,,
B082L497PW,https://www.amazon.in/dp/B082L497PW/#aod,Cloudtail India,₹ 900.00,Cloudtail India,900,Industrial M,"₹ 1,000.00",,,,,,,,
B086Q67RZP,https://www.amazon.in/dp/B086Q67RZP/#aod,Cloudtail India,"₹ 1,000.00",Cloudtail India,1000,Industrial M,"₹ 1,100.00",Visiaro India,"₹ 1,100.00",,,,,,
B07H7VSC5S,https://www.amazon.in/dp/B07H7VSC5S/#aod,Cloudtail India,₹ 903.00,Cloudtail India,903,Industrial M,"₹ 1,100.00",Visiaro India,"₹ 1,100.00",,,,,,
B07H7VZTRY,https://www.amazon.in/dp/B07H7VZTRY/#aod,Cloudtail India,₹ 900.00,Cloudtail India,900,Industrial M,"₹ 1,100.00",Visiaro India,"₹ 1,100.00",,,,,,
B08F1FRXHW,https://www.amazon.in/dp/B08F1FRXHW/#aod,Cloudtail India,"₹ 1,100.00",Cloudtail India,1100,Industrial M,"₹ 1,200.00",,,,,,,,
B086LJW5KJ,https://www.amazon.in/dp/B086LJW5KJ/#aod,Cloudtail India,"₹ 1,100.00",Cloudtail India,1100,Industrial M,"₹ 1,200.00",,,,,,,,
B01N7JNUQQ,https://www.amazon.in/dp/B01N7JNUQQ/#aod,Cloudtail India,₹ 526.00,Cloudtail India,526,Industrial M,"₹ 1,200.00",Visiaro India,"₹ 1,200.00",,,,,,
B082L3G3TP,https://www.amazon.in/dp/B082L3G3TP/#aod,Cloudtail India,"₹ 1,199.00",Cloudtail India,1199,Industrial M,"₹ 1,300.00",,,,,,,,
B086LJ3RDK,https://www.amazon.in/dp/B086LJ3RDK/#aod,Cloudtail India,"₹ 1,400.00",Cloudtail India,1400,,,,,,,,,,
B07RTTXD25,https://www.amazon.in/dp/B07RTTXD25/#aod,Cloudtail India,₹ 734.00,Cloudtail India,734,,,,,,,,,,
B082L45WLH,https://www.amazon.in/dp/B082L45WLH/#aod,Cloudtail India,"₹ 1,200.00",Cloudtail India,1200,Industrial M,"₹ 1,200.00",,,,,,,,
B07RSNQSG2,https://www.amazon.in/dp/B07RSNQSG2/#aod,Cloudtail India,₹ 599.00,Cloudtail India,599,Visiaro India,₹ 600.00,,,,,,,,
B082L38FVZ,https://www.amazon.in/dp/B082L38FVZ/#aod,Cloudtail India,"₹ 1,199.00",Cloudtail India,1199,Industrial M,"₹ 1,300.00",,,,,,,,
B07RPK38QV,https://www.amazon.in/dp/B07RPK38QV/#aod,Cloudtail India,₹ 700.00,Cloudtail India,700,Visiaro India,₹ 700.00,,,,,,,,
B07RTQ6DQ9,https://www.amazon.in/dp/B07RTQ6DQ9/#aod,Cloudtail India,₹ 689.00,Cloudtail India,689,Visiaro India,₹ 800.00,,,,,,,,
B07RNH8ZZZ,https://www.amazon.in/dp/B07RNH8ZZZ/#aod,Cloudtail India,₹ 438.00,Cloudtail India,438,Industrial M,₹ 700.00,Visiaro India,₹ 700.00,,,,,,
B07RNHBCFB,https://www.amazon.in/dp/B07RNHBCFB/#aod,Cloudtail India,₹ 517.00,Cloudtail India,517,Industrial M,₹ 900.00,Visiaro India,₹ 900.00,,,,,,
B01MU243PR,https://www.amazon.in/dp/B01MU243PR/#aod,Cloudtail India,₹ 624.00,Cloudtail India,624,Industrial M,"₹ 1,200.00",Visiaro India,"₹ 1,200.00",,,,,,
B01MU243GU,https://www.amazon.in/dp/B01MU243GU/#aod,Cloudtail India,₹ 574.00,Cloudtail India,574,Industrial M,₹ 800.00,Visiaro India,₹ 800.00,,,,,,
B07H7WS68N,https://www.amazon.in/dp/B07H7WS68N/#aod,Cloudtail India,"₹ 1,120.00",Cloudtail India,1120,Industrial M,"₹ 1,300.00",Visiaro India,"₹ 1,300.00",,,,,,
B01MT0JPXZ,https://www.amazon.in/dp/B01MT0JPXZ/#aod,Cloudtail India,₹ 359.00,Cloudtail India,359,Industrial M,₹ 700.00,Visiaro India,₹ 700.00,,,,,,
B01MT0JOH7,https://www.amazon.in/dp/B01MT0JOH7/#aod,Cloudtail India,₹ 583.00,Cloudtail India,583,Industrial M,"₹ 1,200.00",Visiaro India,"₹ 1,200.00",,,,,,
B07RNH9TQP,https://www.amazon.in/dp/B07RNH9TQP/#aod,Cloudtail India,₹ 686.00,Cloudtail India,686,Visiaro India,"₹ 1,200.00",Industrial M,"₹ 1,200.00",,,,,,
B01N6IBOFL,https://www.amazon.in/dp/B01N6IBOFL/#aod,Cloudtail India,₹ 522.00,Cloudtail India,522,Industrial M,"₹ 1,300.00",Visiaro India,"₹ 1,300.00",,,,,,
B07RNHB7BW,https://www.amazon.in/dp/B07RNHB7BW/#aod,Cloudtail India,₹ 720.00,Cloudtail India,720,Industrial M,"₹ 1,300.00",Visiaro India,"₹ 1,300.00",,,,,,
B07H7Y87L5,https://www.amazon.in/dp/B07H7Y87L5/#aod,Cloudtail India,₹ 551.00,Cloudtail India,551,Industrial M,₹ 600.00,Visiaro India,₹ 600.00,,,,,,
B086Q4QP52,https://www.amazon.in/dp/B086Q4QP52/#aod,Cloudtail India,"₹ 1,309.00",Visiaro India,1300,Industrial M,"₹ 1,300.00",Visiaro India,"₹ 1,300.00",,,,,,
B07RNH8TYC,https://www.amazon.in/dp/B07RNH8TYC/#aod,Cloudtail India,"₹ 1,400.00",Cloudtail India,1400,Visiaro India,"₹ 1,400.00",Industrial M,"₹ 1,400.00",,,,,,
B086Q6VC3P,https://www.amazon.in/dp/B086Q6VC3P/#aod,Cloudtail India,"₹ 1,300.00",Cloudtail India,1300,Industrial M,"₹ 1,500.00",Visiaro India,"₹ 1,500.00",,,,,,
B082L3CGL9,https://www.amazon.in/dp/B082L3CGL9/#aod,Cloudtail India,"₹ 1,100.00",Cloudtail India,1100,Industrial M,"₹ 1,500.00",,,,,,,,
B082L3Z49W,https://www.amazon.in/dp/B082L3Z49W/#aod,Cloudtail India,"₹ 1,500.00",Cloudtail India,1500,Industrial M,"₹ 1,500.00",,,,,,,,
B086SNWDVS,https://www.amazon.in/dp/B086SNWDVS/#aod,Cloudtail India,"₹ 1,700.00",Cloudtail India,1700,,,,,,,,,,
B086LJFY7W,https://www.amazon.in/dp/B086LJFY7W/#aod,Cloudtail India,"₹ 1,400.00",Cloudtail India,1400,Industrial M,"₹ 1,600.00",,,,,,,,
B01N2VEE95,https://www.amazon.in/dp/B01N2VEE95/#aod,Cloudtail India,₹ 753.00,Cloudtail India,753,Industrial M,"₹ 1,500.00",Visiaro India,"₹ 1,500.00",,,,,,
B082L42BG9,https://www.amazon.in/dp/B082L42BG9/#aod,Cloudtail India,"₹ 1,500.00",Cloudtail India,1500,Industrial M,"₹ 1,500.00",,,,,,,,
B086T5DFT4,https://www.amazon.in/dp/B086T5DFT4/#aod,Cloudtail India,"₹ 1,400.00",Cloudtail India,1400,Industrial M,"₹ 1,500.00",,,,,,,,
